Date,sga
2015-07-01,0
2015-07-02,0
2015-07-03,0
2015-07-04,0
2015-07-05,0
2015-07-06,0
2015-07-07,0
2015-07-08,0
2015-07-09,0
2015-07-10,0
2015-07-11,0
2015-07-12,0
2015-07-13,0
2015-07-14,0
2015-07-15,0
2015-07-16,0
2015-07-17,0
2015-07-18,0
2015-07-19,0
2015-07-20,0
2015-07-21,0
2015-07-22,0
2015-07-23,0
2015-07-24,0
2015-07-25,0
2015-07-26,0
2015-07-27,0
2015-07-28,0
2015-07-29,0
2015-07-30,0
2015-07-31,0
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,0
2015-08-05,0
2015-08-06,0
2015-08-07,0
2015-08-08,0
2015-08-09,0
2015-08-10,0
2015-08-11,0
2015-08-12,0
2015-08-13,0
2015-08-14,0
2015-08-15,0
2015-08-16,0
2015-08-17,0
2015-08-18,0
2015-08-19,0
2015-08-20,0
2015-08-21,0
2015-08-22,0
2015-08-23,0
2015-08-24,0
2015-08-25,0
2015-08-26,0
2015-08-27,0
2015-08-28,0
2015-08-29,0
2015-08-30,0
2015-08-31,0
2015-09-01,0
2015-09-02,0
2015-09-03,0
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,0
2015-09-10,0
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,0
2015-09-15,0
2015-09-16,0
2015-09-17,0
2015-09-18,0
2015-09-19,0
2015-09-20,0
2015-09-21,0
2015-09-22,0
2015-09-23,0
2015-09-24,0
2015-09-25,0
2015-09-26,0
2015-09-27,0
2015-09-28,0
2015-09-29,0
2015-09-30,0
2015-10-01,0
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,0
2015-10-06,0
2015-10-07,0
2015-10-08,0
2015-10-09,0
2015-10-10,0
2015-10-11,0
2015-10-12,0
2015-10-13,0
2015-10-14,0
2015-10-15,0
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,0
2015-10-21,0
2015-10-22,0
2015-10-23,0
2015-10-24,0
2015-10-25,0
2015-10-26,0
2015-10-27,0
2015-10-28,0
2015-10-29,0
2015-10-30,0
2015-10-31,0
2015-11-01,0
2015-11-02,0
2015-11-03,0
2015-11-04,0
2015-11-05,0
2015-11-06,0
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,0
2015-11-11,0
2015-11-12,0
2015-11-13,0
2015-11-14,0
2015-11-15,0
2015-11-16,0
2015-11-17,0
2015-11-18,0
2015-11-19,0
2015-11-20,0
2015-11-21,0
2015-11-22,0
2015-11-23,0
2015-11-24,0
2015-11-25,0
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,0
2015-12-01,0
2015-12-02,0
2015-12-03,0
2015-12-04,0
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,0
2015-12-09,0
2015-12-10,0
2015-12-11,0
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,0
2015-12-16,0
2015-12-17,0
2015-12-18,0
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,0
2015-12-23,0
2015-12-24,0
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,0
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,0
2016-01-05,0
2016-01-06,0
2016-01-07,0
2016-01-08,0
2016-01-09,0
2016-01-10,0
2016-01-11,0
2016-01-12,0
2016-01-13,0
2016-01-14,0
2016-01-15,0
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,0
2016-01-20,0
2016-01-21,0
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,0
2016-01-27,0
2016-01-28,0
2016-01-29,0
2016-01-30,0
2016-01-31,0
2016-02-01,0
2016-02-02,0
2016-02-03,0
2016-02-04,0
2016-02-05,0
2016-02-06,0
2016-02-07,0
2016-02-08,0
2016-02-09,0
2016-02-10,0
2016-02-11,0
2016-02-12,0
2016-02-13,0
2016-02-14,0
2016-02-15,0
2016-02-16,0
2016-02-17,0
2016-02-18,0
2016-02-19,0
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,0
2016-02-24,0
2016-02-25,0
2016-02-26,0
2016-02-27,0
2016-02-28,0
2016-02-29,0
2016-03-01,0
2016-03-02,0
2016-03-03,0
2016-03-04,0
2016-03-05,0
2016-03-06,0
2016-03-07,0
2016-03-08,0
2016-03-09,0
2016-03-10,0
2016-03-11,0
2016-03-12,0
2016-03-13,0
2016-03-14,0
2016-03-15,0
2016-03-16,0
2016-03-17,0
2016-03-18,0
2016-03-19,0
2016-03-20,0
2016-03-21,0
2016-03-22,0
2016-03-23,0
2016-03-24,0
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,0
2016-03-29,0
2016-03-30,0
2016-03-31,0
2016-04-01,0
2016-04-02,0
2016-04-03,0
2016-04-04,0
2016-04-05,0
2016-04-06,0
2016-04-07,0
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,0
2016-04-12,0
2016-04-13,0
2016-04-14,0
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,0
2016-04-19,0
2016-04-20,0
2016-04-21,0
2016-04-22,0
2016-04-23,0
2016-04-24,0
2016-04-25,0
2016-04-26,0
2016-04-27,0
2016-04-28,0
2016-04-29,0
2016-04-30,0
2016-05-01,0
2016-05-02,0
2016-05-03,0
2016-05-04,0
2016-05-05,0
2016-05-06,0
2016-05-07,0
2016-05-08,0
2016-05-09,0
2016-05-10,0
2016-05-11,0
2016-05-12,0
2016-05-13,0
2016-05-14,0
2016-05-15,0
2016-05-16,0
2016-05-17,0
2016-05-18,0
2016-05-19,0
2016-05-20,0
2016-05-21,0
2016-05-22,0
2016-05-23,0
2016-05-24,0
2016-05-25,0
2016-05-26,0
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,0
2016-06-01,0
2016-06-02,0
2016-06-03,0
2016-06-04,0
2016-06-05,0
2016-06-06,0
2016-06-07,0
2016-06-08,0
2016-06-09,0
2016-06-10,0
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,0
2016-06-15,0
2016-06-16,0
2016-06-17,0
2016-06-18,0
2016-06-19,0
2016-06-20,0
2016-06-21,0
2016-06-22,0
2016-06-23,0
2016-06-24,0
2016-06-25,0
2016-06-26,0
2016-06-27,0
2016-06-28,0
2016-06-29,0
2016-06-30,0
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,0
2016-07-06,0
2016-07-07,0
2016-07-08,0
2016-07-09,0
2016-07-10,0
2016-07-11,0
2016-07-12,0
2016-07-13,0
2016-07-14,0
2016-07-15,0
2016-07-16,0
2016-07-17,0
2016-07-18,0
2016-07-19,0
2016-07-20,0
2016-07-21,0
2016-07-22,0
2016-07-23,0
2016-07-24,0
2016-07-25,0
2016-07-26,0
2016-07-27,0
2016-07-28,0
2016-07-29,0
2016-07-30,0
2016-07-31,0
2016-08-01,0
2016-08-02,0
2016-08-03,0
2016-08-04,0
2016-08-05,0
2016-08-06,0
2016-08-07,0
2016-08-08,0
2016-08-09,0
2016-08-10,0
2016-08-11,0
2016-08-12,0
2016-08-13,0
2016-08-14,0
2016-08-15,0
2016-08-16,0
2016-08-17,0
2016-08-18,0
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,0
2016-08-23,0
2016-08-24,0
2016-08-25,0
2016-08-26,0
2016-08-27,0
2016-08-28,0
2016-08-29,0
2016-08-30,0
2016-08-31,0
2016-09-01,0
2016-09-02,0
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,0
2016-09-07,0
2016-09-08,0
2016-09-09,0
2016-09-10,0
2016-09-11,0
2016-09-12,0
2016-09-13,0
2016-09-14,0
2016-09-15,0
2016-09-16,0
2016-09-17,0
2016-09-18,0
2016-09-19,0
2016-09-20,0
2016-09-21,0
2016-09-22,0
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,0
2016-09-29,0
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,0
2016-10-04,0
2016-10-05,0
2016-10-06,0
2016-10-07,0
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,0
2016-10-12,0
2016-10-13,0
2016-10-14,0
2016-10-15,0
2016-10-16,0
2016-10-17,0
2016-10-18,0
2016-10-19,0
2016-10-20,0
2016-10-21,0
2016-10-22,0
2016-10-23,0
2016-10-24,0
2016-10-25,0
2016-10-26,0
2016-10-27,0
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,0
2016-11-01,0
2016-11-02,0
2016-11-03,0
2016-11-04,0
2016-11-05,0
2016-11-06,0
2016-11-07,0
2016-11-08,0
2016-11-09,0
2016-11-10,0
2016-11-11,0
2016-11-12,0
2016-11-13,0
2016-11-14,0
2016-11-15,0
2016-11-16,0
2016-11-17,0
2016-11-18,0
2016-11-19,0
2016-11-20,0
2016-11-21,0
2016-11-22,0
2016-11-23,0
2016-11-24,0
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,0
2016-11-29,0
2016-11-30,0
2016-12-01,0
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,0
2016-12-06,0
2016-12-07,0
2016-12-08,0
2016-12-09,0
2016-12-10,0
2016-12-11,0
2016-12-12,0
2016-12-13,0
2016-12-14,0
2016-12-15,0
2016-12-16,0
2016-12-17,0
2016-12-18,0
2016-12-19,0
2016-12-20,0
2016-12-21,0
2016-12-22,0
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,0
2016-12-28,0
2016-12-29,0
2016-12-30,0
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,0
2017-01-04,0
2017-01-05,0
2017-01-06,0
2017-01-07,0
2017-01-08,0
2017-01-09,0
2017-01-10,0
2017-01-11,0
2017-01-12,0
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,0
2017-01-17,0
2017-01-18,0
2017-01-19,0
2017-01-20,0
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,0
2017-01-25,0
2017-01-26,0
2017-01-27,0
2017-01-28,0
2017-01-29,0
2017-01-30,0
2017-01-31,0
2017-02-01,0
2017-02-02,0
2017-02-03,0
2017-02-04,0
2017-02-05,0
2017-02-06,0
2017-02-07,0
2017-02-08,0
2017-02-09,0
2017-02-10,0
2017-02-11,0
2017-02-12,0
2017-02-13,0
2017-02-14,0
2017-02-15,0
2017-02-16,0
2017-02-17,0
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,0
2017-02-22,0
2017-02-23,0
2017-02-24,0
2017-02-25,0
2017-02-26,0
2017-02-27,0
2017-02-28,0
2017-03-01,0
2017-03-02,0
2017-03-03,0
2017-03-04,0
2017-03-05,0
2017-03-06,0
2017-03-07,0
2017-03-08,0
2017-03-09,0
2017-03-10,0
2017-03-11,0
2017-03-12,0
2017-03-13,0
2017-03-14,0
2017-03-15,0
2017-03-16,0
2017-03-17,0
2017-03-18,0
2017-03-19,0
2017-03-20,0
2017-03-21,0
2017-03-22,0
2017-03-23,0
2017-03-24,0
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,0
2017-03-29,0
2017-03-30,0
2017-03-31,0
2017-04-01,0
2017-04-02,0
2017-04-03,0
2017-04-04,0
2017-04-05,0
2017-04-06,0
2017-04-07,0
2017-04-08,0
2017-04-09,0
2017-04-10,0
2017-04-11,0
2017-04-12,0
2017-04-13,0
2017-04-14,0
2017-04-15,0
2017-04-16,0
2017-04-17,0
2017-04-18,0
2017-04-19,0
2017-04-20,0
2017-04-21,0
2017-04-22,0
2017-04-23,0
2017-04-24,0
2017-04-25,0
2017-04-26,0
2017-04-27,0
2017-04-28,0
2017-04-29,0
2017-04-30,0
2017-05-01,0
2017-05-02,0
2017-05-03,0
2017-05-04,0
2017-05-05,0
2017-05-06,0
2017-05-07,0
2017-05-08,0
2017-05-09,0
2017-05-10,0
2017-05-11,0
2017-05-12,0
2017-05-13,0
2017-05-14,0
2017-05-15,0
2017-05-16,0
2017-05-17,0
2017-05-18,0
2017-05-19,0
2017-05-20,0
2017-05-21,0
2017-05-22,0
2017-05-23,0
2017-05-24,0
2017-05-25,0
2017-05-26,0
2017-05-27,0
2017-05-28,0
2017-05-29,0
2017-05-30,0
2017-05-31,0
2017-06-01,0
2017-06-02,0
2017-06-03,0
2017-06-04,0
2017-06-05,0
2017-06-06,0
2017-06-07,0
2017-06-08,0
2017-06-09,0
2017-06-10,0
2017-06-11,0
2017-06-12,0
2017-06-13,0
2017-06-14,0
2017-06-15,0
2017-06-16,0
2017-06-17,0
2017-06-18,0
2017-06-19,0
2017-06-20,0
2017-06-21,0
2017-06-22,0
2017-06-23,0
2017-06-24,0
2017-06-25,0
2017-06-26,0
2017-06-27,0
2017-06-28,0
2017-06-29,0
2017-06-30,0
2017-07-01,0
2017-07-02,0
2017-07-03,0
2017-07-04,0
2017-07-05,0
2017-07-06,0
2017-07-07,0
2017-07-08,0
2017-07-09,0
2017-07-10,24
2017-07-11,35
2017-07-12,28
2017-07-13,18
2017-07-14,10
2017-07-15,10
2017-07-16,18
2017-07-17,18
2017-07-18,17
2017-07-19,7
2017-07-20,11
2017-07-21,10
2017-07-22,17
2017-07-23,9
2017-07-24,14
2017-07-25,9
2017-07-26,26
2017-07-27,28
2017-07-28,27
2017-07-29,13
2017-07-30,21
2017-07-31,18
2017-08-01,18
2017-08-02,10
2017-08-03,23
2017-08-04,20
2017-08-05,15
2017-08-06,9
2017-08-07,8
2017-08-08,11
2017-08-09,23
2017-08-10,12
2017-08-11,28
2017-08-12,14
2017-08-13,8
2017-08-14,8
2017-08-15,17
2017-08-16,14
2017-08-17,15
2017-08-18,13
2017-08-19,9
2017-08-20,5
2017-08-21,14
2017-08-22,7
2017-08-23,16
2017-08-24,9
2017-08-25,41
2017-08-26,52
2017-08-27,15
2017-08-28,19
2017-08-29,26
2017-08-30,21
2017-08-31,26
2017-09-01,17
2017-09-02,24
2017-09-03,17
2017-09-04,27
2017-09-05,21
2017-09-06,20
2017-09-07,17
2017-09-08,11
2017-09-09,22
2017-09-10,14
2017-09-11,21
2017-09-12,8
2017-09-13,24
2017-09-14,12
2017-09-15,21
2017-09-16,20
2017-09-17,34
2017-09-18,29
2017-09-19,17
2017-09-20,28
2017-09-21,14
2017-09-22,23
2017-09-23,9
2017-09-24,26
2017-09-25,23
2017-09-26,26
2017-09-27,15
2017-09-28,31
2017-09-29,22
2017-09-30,21
2017-10-01,16
2017-10-02,22
2017-10-03,34
2017-10-04,25
2017-10-05,17
2017-10-06,19
2017-10-07,20
2017-10-08,25
2017-10-09,40
2017-10-10,28
2017-10-11,17
2017-10-12,31
2017-10-13,42
2017-10-14,91
2017-10-15,54
2017-10-16,45
2017-10-17,33
2017-10-18,23
2017-10-19,23
2017-10-20,39
2017-10-21,58
2017-10-22,30
2017-10-23,34
2017-10-24,23
2017-10-25,29
2017-10-26,19
2017-10-27,41
2017-10-28,70
2017-10-29,36
2017-10-30,26
2017-10-31,37
2017-11-01,44
2017-11-02,28
2017-11-03,35
2017-11-04,50
2017-11-05,29
2017-11-06,23
2017-11-07,37
2017-11-08,20
2017-11-09,19
2017-11-10,43
2017-11-11,229
2017-11-12,160
2017-11-13,64
2017-11-14,68
2017-11-15,380
2017-11-16,57
2017-11-17,42
2017-11-18,68
2017-11-19,26
2017-11-20,24
2017-11-21,39
2017-11-22,23
2017-11-23,78
2017-11-24,43
2017-11-25,32
2017-11-26,60
2017-11-27,79
2017-11-28,26
2017-11-29,21
2017-11-30,24
2017-12-01,17
2017-12-02,70
2017-12-03,29
2017-12-04,19
2017-12-05,17
2017-12-06,24
2017-12-07,20
2017-12-08,14
2017-12-09,53
2017-12-10,25
2017-12-11,28
2017-12-12,22
2017-12-13,21
2017-12-14,21
2017-12-15,25
2017-12-16,131
2017-12-17,72
2017-12-18,21
2017-12-19,21
2017-12-20,25
2017-12-21,16
2017-12-22,21
2017-12-23,69
2017-12-24,36
2017-12-25,28
2017-12-26,15
2017-12-27,20
2017-12-28,23
2017-12-29,330
2017-12-30,166
2017-12-31,98
2018-01-01,469
2018-01-02,84
2018-01-03,69
2018-01-04,187
2018-01-05,69
2018-01-06,69
2018-01-07,122
2018-01-08,48
2018-01-09,41
2018-01-10,319
2018-01-11,65
2018-01-12,52
2018-01-13,150
2018-01-14,126
2018-01-15,82
2018-01-16,51
2018-01-17,162
2018-01-18,57
2018-01-19,42
2018-01-20,57
2018-01-21,149
2018-01-22,58
2018-01-23,53
2018-01-24,143
2018-01-25,87
2018-01-26,47
2018-01-27,58
2018-01-28,107
2018-01-29,64
2018-01-30,46
2018-01-31,417
2018-02-01,105
2018-02-02,65
2018-02-03,205
2018-02-04,78
2018-02-05,48
2018-02-06,65
2018-02-07,239
2018-02-08,76
2018-02-09,56
2018-02-10,58
2018-02-11,137
2018-02-12,50
2018-02-13,75
2018-02-14,54
2018-02-15,105
2018-02-16,66
2018-02-17,134
2018-02-18,86
2018-02-19,56
2018-02-20,84
2018-02-21,155
2018-02-22,67
2018-02-23,58
2018-02-24,81
2018-02-25,149
2018-02-26,94
2018-02-27,68
2018-02-28,84
2018-03-01,163
2018-03-02,103
2018-03-03,182
2018-03-04,110
2018-03-05,68
2018-03-06,70
2018-03-07,84
2018-03-08,79
2018-03-09,317
2018-03-10,442
2018-03-11,1700
2018-03-12,837
2018-03-13,438
2018-03-14,382
2018-03-15,662
2018-03-16,1265
2018-03-17,4632
2018-03-18,2286
2018-03-19,976
2018-03-20,664
2018-03-21,414
2018-03-22,488
2018-03-23,3268
2018-03-24,351
2018-03-25,238
2018-03-26,244
2018-03-27,239
2018-03-28,155
2018-03-29,182
2018-03-30,135
2018-03-31,149
2018-04-01,208
2018-04-02,150
2018-04-03,272
2018-04-04,182
2018-04-05,113
2018-04-06,123
2018-04-07,110
2018-04-08,121
2018-04-09,468
2018-04-10,753
2018-04-11,242
2018-04-12,212
2018-04-13,168
2018-04-14,201
2018-04-15,222
2018-04-16,234
2018-04-17,149
2018-04-18,144
2018-04-19,107
2018-04-20,100
2018-04-21,102
2018-04-22,119
2018-04-23,159
2018-04-24,116
2018-04-25,123
2018-04-26,97
2018-04-27,104
2018-04-28,82
2018-04-29,104
2018-04-30,112
2018-05-01,117
2018-05-02,86
2018-05-03,96
2018-05-04,94
2018-05-05,79
2018-05-06,85
2018-05-07,129
2018-05-08,112
2018-05-09,113
2018-05-10,129
2018-05-11,134
2018-05-12,131
2018-05-13,108
2018-05-14,134
2018-05-15,200
2018-05-16,767
2018-05-17,420
2018-05-18,450
2018-05-19,379
2018-05-20,211
2018-05-21,215
2018-05-22,191
2018-05-23,159
2018-05-24,175
2018-05-25,144
2018-05-26,122
2018-05-27,107
2018-05-28,168
2018-05-29,142
2018-05-30,201
2018-05-31,169
2018-06-01,116
2018-06-02,276
2018-06-03,177
2018-06-04,163
2018-06-05,145
2018-06-06,206
2018-06-07,165
2018-06-08,187
2018-06-09,175
2018-06-10,228
2018-06-11,262
2018-06-12,238
2018-06-13,216
2018-06-14,271
2018-06-15,279
2018-06-16,188
2018-06-17,237
2018-06-18,3096
2018-06-19,3575
2018-06-20,1970
2018-06-21,3800
2018-06-22,26783
2018-06-23,5495
2018-06-24,2988
2018-06-25,2663
2018-06-26,1908
2018-06-27,1750
2018-06-28,1262
2018-06-29,908
2018-06-30,816
2018-07-01,984
2018-07-02,1231
2018-07-03,1034
2018-07-04,857
2018-07-05,879
2018-07-06,1072
2018-07-07,1271
2018-07-08,1070
2018-07-09,1698
2018-07-10,2427
2018-07-11,1352
2018-07-12,1375
2018-07-13,1560
2018-07-14,863
2018-07-15,686
2018-07-16,888
2018-07-17,725
2018-07-18,715
2018-07-19,726
2018-07-20,573
2018-07-21,509
2018-07-22,484
2018-07-23,509
2018-07-24,421
2018-07-25,412
2018-07-26,524
2018-07-27,387
2018-07-28,328
2018-07-29,362
2018-07-30,386
2018-07-31,359
2018-08-01,323
2018-08-02,282
2018-08-03,251
2018-08-04,257
2018-08-05,294
2018-08-06,325
2018-08-07,292
2018-08-08,291
2018-08-09,267
2018-08-10,286
2018-08-11,246
2018-08-12,406
2018-08-13,497
2018-08-14,449
2018-08-15,282
2018-08-16,357
2018-08-17,374
2018-08-18,345
2018-08-19,294
2018-08-20,278
2018-08-21,325
2018-08-22,253
2018-08-23,244
2018-08-24,209
2018-08-25,223
2018-08-26,243
2018-08-27,347
2018-08-28,251
2018-08-29,236
2018-08-30,242
2018-08-31,306
2018-09-01,228
2018-09-02,237
2018-09-03,265
2018-09-04,286
2018-09-05,283
2018-09-06,260
2018-09-07,268
2018-09-08,235
2018-09-09,264
2018-09-10,268
2018-09-11,264
2018-09-12,295
2018-09-13,275
2018-09-14,311
2018-09-15,233
2018-09-16,219
2018-09-17,298
2018-09-18,310
2018-09-19,422
2018-09-20,698
2018-09-21,378
2018-09-22,357
2018-09-23,394
2018-09-24,566
2018-09-25,831
2018-09-26,541
2018-09-27,394
2018-09-28,326
2018-09-29,444
2018-09-30,370
2018-10-01,684
2018-10-02,469
2018-10-03,509
2018-10-04,1059
2018-10-05,498
2018-10-06,425
2018-10-07,928
2018-10-08,570
2018-10-09,533
2018-10-10,754
2018-10-11,445
2018-10-12,773
2018-10-13,547
2018-10-14,485
2018-10-15,576
2018-10-16,703
2018-10-17,710
2018-10-18,1794
2018-10-19,794
2018-10-20,844
2018-10-21,523
2018-10-22,3207
2018-10-23,853
2018-10-24,963
2018-10-25,650
2018-10-26,499
2018-10-27,749
2018-10-28,420
2018-10-29,1743
2018-10-30,639
2018-10-31,574
2018-11-01,488
2018-11-02,682
2018-11-03,1447
2018-11-04,629
2018-11-05,454
2018-11-06,956
2018-11-07,1228
2018-11-08,670
2018-11-09,1777
2018-11-10,1768
2018-11-11,1421
2018-11-12,866
2018-11-13,4203
2018-11-14,1835
2018-11-15,1204
2018-11-16,1991
2018-11-17,694
2018-11-18,670
2018-11-19,648
2018-11-20,995
2018-11-21,1211
2018-11-22,626
2018-11-23,776
2018-11-24,711
2018-11-25,591
2018-11-26,1137
2018-11-27,910
2018-11-28,953
2018-11-29,1584
2018-11-30,3361
2018-12-01,1192
2018-12-02,750
2018-12-03,863
2018-12-04,850
2018-12-05,716
2018-12-06,924
2018-12-07,430
2018-12-08,485
2018-12-09,688
2018-12-10,482
2018-12-11,963
2018-12-12,2795
2018-12-13,1133
2018-12-14,839
2018-12-15,620
2018-12-16,527
2018-12-17,420
2018-12-18,1220
2018-12-19,542
2018-12-20,545
2018-12-21,885
2018-12-22,675
2018-12-23,895
2018-12-24,789
2018-12-25,596
2018-12-26,473
2018-12-27,1109
2018-12-28,538
2018-12-29,1100
2018-12-30,556
2018-12-31,399
2019-01-01,311
2019-01-02,603
2019-01-03,429
2019-01-04,372
2019-01-05,543
2019-01-06,484
2019-01-07,518
2019-01-08,400
2019-01-09,626
2019-01-10,418
2019-01-11,434
2019-01-12,621
2019-01-13,417
2019-01-14,390
2019-01-15,498
2019-01-16,362
2019-01-17,411
2019-01-18,402
2019-01-19,3463
2019-01-20,588
2019-01-21,585
2019-01-22,431
2019-01-23,594
2019-01-24,428
2019-01-25,340
2019-01-26,488
2019-01-27,612
2019-01-28,601
2019-01-29,712
2019-01-30,3221
2019-01-31,1059
2019-02-01,1548
2019-02-02,941
2019-02-03,2637
2019-02-04,1428
2019-02-05,839
2019-02-06,1178
2019-02-07,986
2019-02-08,774
2019-02-09,677
2019-02-10,963
2019-02-11,656
2019-02-12,604
2019-02-13,535
2019-02-14,752
2019-02-15,1384
2019-02-16,5167
2019-02-17,2415
2019-02-18,1057
2019-02-19,659
2019-02-20,490
2019-02-21,497
2019-02-22,440
2019-02-23,534
2019-02-24,546
2019-02-25,533
2019-02-26,654
2019-02-27,513
2019-02-28,520
2019-03-01,379
2019-03-02,595
2019-03-03,541
2019-03-04,632
2019-03-05,1364
2019-03-06,472
2019-03-07,392
2019-03-08,421
2019-03-09,589
2019-03-10,364
2019-03-11,359
2019-03-12,830
2019-03-13,771
2019-03-14,354
2019-03-15,422
2019-03-16,1157
2019-03-17,581
2019-03-18,1044
2019-03-19,886
2019-03-20,1175
2019-03-21,600
2019-03-22,594
2019-03-23,831
2019-03-24,1334
2019-03-25,744
2019-03-26,510
2019-03-27,702
2019-03-28,506
2019-03-29,864
2019-03-30,1208
2019-03-31,952
2019-04-01,781
2019-04-02,428
2019-04-03,400
2019-04-04,868
2019-04-05,478
2019-04-06,586
2019-04-07,424
2019-04-08,837
2019-04-09,565
2019-04-10,498
2019-04-11,811
2019-04-12,624
2019-04-13,641
2019-04-14,3617
2019-04-15,909
2019-04-16,3346
2019-04-17,1158
2019-04-18,724
2019-04-19,2699
2019-04-20,577
2019-04-21,10711
2019-04-22,2967
2019-04-23,869
2019-04-24,782
2019-04-25,3761
2019-04-26,850
2019-04-27,5078
2019-04-28,849
2019-04-29,456
2019-04-30,471
2019-05-01,494
2019-05-02,569
2019-05-03,380
2019-05-04,358
2019-05-05,320
2019-05-06,501
2019-05-07,388
2019-05-08,506
2019-05-09,376
2019-05-10,418
2019-05-11,464
2019-05-12,590
2019-05-13,544
2019-05-14,573
2019-05-15,980
2019-05-16,771
2019-05-17,545
2019-05-18,466
2019-05-19,422
2019-05-20,444
2019-05-21,1264
2019-05-22,1441
2019-05-23,745
2019-05-24,681
2019-05-25,485
2019-05-26,785
2019-05-27,822
2019-05-28,560
2019-05-29,484
2019-05-30,568
2019-05-31,785
2019-06-01,541
2019-06-02,514
2019-06-03,545
2019-06-04,476
2019-06-05,418
2019-06-06,556
2019-06-07,586
2019-06-08,638
2019-06-09,490
2019-06-10,529
2019-06-11,758
